ra,dec,name,hd,vmag,bv,hex 
158.237083,-47.003333,,91504,5.02,1.04,#ffe3c3
158.198333,-58.666944,,91533,6,0.32,#f5f3ff
158.50375,-23.745278,44 Hya,91550,5.08,1.6,#ffd096
158.7,6.953611,48 Leo,91612,5.08,0.94,#ffe6ca
158.355417,-58.190278,,91619,6.14,0.35,#f8f6ff
158.759167,8.650278,49 Leo,91636,5.67,0.05,#dae2ff
158.740417,-23.176111,,91706,6.1,0.5,#fff7f5
159.089167,36.326944,35 LMi,91752,6.28,0.39,#fcf8ff
158.55375,-60.987778,,91767,6.23,1.4,#ffd8a9
158.912083,-18.569167,,91790,6.49,0.2,#e9ecff
158.80375,-39.562778,,91793,5.38,2.88,#fff9ff
158.79375,-43.664722,,91805,6.08,0.94,#ffe6ca
159.0725,-10.583333,,91858,6.57,0.29,#f2f1ff
159.069583,-16.344444,Phi2Hya,91880,6.03,1.65,#ffcc8f
159.019167,-26.675,,91881,6.29,0.48,#fff7f7
159.135,-12.230278,,91889,5.7,0.52,#fff6f2
158.897083,-57.557778,,91942,4.45,1.62,#ffce93
159.298333,-11.748611,,91992,6.52,0.29,#f2f1ff
159.307083,-27.4125,,92036,4.89,1.62,#ffce93
159.388333,-13.384444,,92055,4.82,2.68,#fff9ff
159.084583,-59.564722,,92063,5.08,1.18,#ffdfb9
159.77375,53.668333,,92095,5.52,1.27,#ffdcb2
159.68,31.976111,37 LMi,92125,4.71,0.81,#ffead5
159.325417,-48.225833,,92139,3.84,0.3,#f3f2ff
159.781667,37.91,38 LMi,92168,5.85,0.57,#fff4ed
159.361667,-58.733333,,92207,5.45,0.5,#fff7f5
158.853333,-76.309167,,92209,6.3,1.2,#ffdfb8
159.645833,-16.876667,Phi3Hya,92214,4.91,0.92,#ffe7cc
159.71,-12.443611,,92245,6.04,0,#ffffff
159.510417,-57.256389,,92287,5.91,-0.14,#bccdff
158.867083,-78.607778,Gam Cha,92305,4.11,1.58,#ffd098
159.709583,-42.753611,,92328,6.11,0.66,#fff0e4
160.45125,68.443333,,92354,5.75,1.3,#ffdbb0
159.687917,-59.183056,,92397,4.66,1.48,#ffd5a2
160.485833,65.716389,38 UMa,92424,5.12,1.2,#ffdfb8
159.7475,-58.816944,,92436,5.92,1.65,#ffcc8f
159.826667,-55.603333,,92449,4.28,1.04,#ffe3c3
160.767083,69.076111,,92523,5,1.38,#ffd8aa
160.350833,-1.741667,33 Sex,92588,6.26,0.88,#ffe8cf
160.215,-35.741667,,92589,6.37,0.92,#ffe7cc
160.547083,31.696944,,92620,6.02,1.62,#ffce93
160.047083,-65.100556,,92664,5.52,-0.16,#b9caff
159.819167,-74.493611,,92682,6.07,1.71,#ffc682
160.930417,57.199167,39 UMa,92728,5.8,-0.02,#ccd8ff
160.323333,-59.676944,,92740,6.42,0.08,#dde3ff
160.7575,26.325556,40 LMi,92769,5.51,0.17,#e6eaff
160.630417,-13.975,,92770,6.24,1.54,#ffd29d
160.887083,46.203889,,92787,5.18,0.33,#f6f4ff
160.854167,23.188333,41 LMi,92825,5.08,0.04,#d9e1ff
160.837083,4.747778,35 Sex,92841,5.79,1.17,#ffdfb9
160.68,-32.715833,,92845,5.64,0,#ffffff
161.266667,67.411389,,92839,6,2.39,#fff9ff
160.558333,-64.466389,,92938,4.82,-0.14,#bccdff
161.060417,19.758611,,92941,6.27,0.17,#e6eaff
160.669167,-59.215833,,92964,5.38,0.26,#efefff
160.739167,-64.394444,The Car,93030,2.76,-0.22,#aec2ff
160.88375,-60.566667,,93070,4.57,1.71,#ffc682
161.289167,2.488056,36 Sex,93102,6.28,1.21,#ffdeb7
161.59375,57.365833,41 UMa,93132,6.34,1.56,#ffd19a
161.46625,30.682222,42 LMi,93152,5.24,-0.06,#cad6ff
160.963333,-64.248889,,93163,5.77,0,#ffffff
161.02875,-63.961111,,93194,4.82,-0.13,#beceff
160.46375,-79.783333,,93237,5.97,-0.07,#c8d5ff
161.52375,6.373056,,93244,6.37,1.12,#ffe1bd
161.602083,18.891389,51 Leo,93257,5.49,1.12,#ffe1bd
161.605417,14.194722,52 Leo,93291,5.48,0.91,#ffe7cd
161.265,-59.684167,Eta Car,93308,6.21,0.61,#fff2e9
161.080833,-70.86,,93344,6.26,0.2,#e9ecff
161.13375,-70.855,,93359,6.46,0.23,#ecedff
161.110417,-72.443889,,93372,6.27,0.49,#fff7f6
161.716667,-17.296667,,93397,5.42,0.11,#e0e5ff
162.208333,65.132222,,93427,6.39,-0.02,#ccd8ff
161.6925,-49.42,Mu Vel,93497,2.69,0.9,#ffe8ce
161.57,-60.603333,,93502,6.25,0.04,#d9e1ff
161.908333,-15.261944,,93526,6.67,-0.01,#ccd8ff
161.56875,-64.515,,93540,5.34,-0.1,#c4d2ff
161.62375,-64.263333,,93549,5.23,-0.07,#c8d5ff
161.739583,-56.757222,,93563,5.23,-0.08,#c7d4ff
161.713333,-64.383333,,93607,4.85,-0.15,#bbccff
162.238333,29.415833,43 LMi,93636,6.15,1.15,#ffe0bb
162.169167,-1.958889,,93655,5.93,1.6,#ffd096
162.059167,-31.688333,,93657,5.88,0.03,#d9e1ff
161.91125,-57.467778,,93662,6.36,1.62,#ffce93
162.314167,10.545278,53 Leo,93702,5.34,0.03,#d9e1ff
162.0225,-59.919167,,93737,6,0.27,#f0f0ff
162.322083,-4.024167,40 Sex,93742,6.61,0.22,#ebedff
162.47375,27.973889,44 LMi,93765,6.04,0.37,#faf7ff
161.315417,-80.469722,Del1Cha,93779,5.47,0.95,#ffe6ca
162.40625,-16.193611,Nu Hya,93813,3.11,1.25,#ffddb4
162.43125,-9.852778,,93833,5.86,1.07,#ffe2c1
161.445,-80.540278,Del2Cha,93845,4.45,-0.19,#b3c6ff
162.79625,56.582222,43 UMa,93859,5.67,1.12,#ffe1bd
162.84875,59.32,42 UMa,93875,5.58,1.14,#ffe0bb
162.575417,-8.897778,41 Sex,93903,5.79,0.16,#e5e9ff
162.4875,-34.058056,,93905,5.61,0.04,#d9e1ff
162.350417,-59.323611,,93943,5.91,0,#ffffff
162.7725,-3.0925,,94014,5.95,1.48,#ffd5a2
163.128333,52.565278,,94083,6.65,null,#ffffff
163.132917,52.503611,,94084,6.44,1.11,#ffe1be
163.377917,69.853889,,94132,5.93,0.99,#ffe5c6
163.057083,1.025278,,94180,6.38,0.08,#dde3ff
163.150417,-0.201389,,94237,6.31,1.5,#ffd5a1
163.39375,54.585,44 UMa,94247,5.1,1.36,#ffd9ac
163.327917,34.215,46 LMi,94264,3.83,1.04,#ffe3c3
163.494583,43.19,45Ome UMa,94334,4.71,-0.05,#ccd8ff
163.35375,-2.255278,,94363,6.12,0.9,#ffe8ce
163.12875,-57.240556,,94367,5.25,0.16,#e5e9ff
163.372917,-20.138889,,94388,5.24,0.47,#fff8f8
163.387083,-15.445556,,94386,6.38,1.16,#ffdfba
163.432083,-2.129167,,94402,5.45,0.96,#ffe5c9
163.675833,25.490833,48 LMi,94480,6.2,0.28,#f1f0ff
163.574167,-13.758056,,94481,5.66,0.83,#ffe9d3
163.7425,34.034722,,94497,5.72,1.01,#ffe4c5
163.373333,-58.853333,,94510,3.78,0.95,#ffe6ca
163.935,33.506944,46 UMa,94600,5.03,1.1,#ffe2bf
163.903333,24.749722,54 Leo,94601,4.5,0.01,#d9e1ff
163.905417,24.748889,54 Leo,94602,6.3,null,#ffffff
163.798333,-20.665,,94619,6.44,1.1,#ffe2bf
163.425,-70.720278,,94650,5.99,-0.02,#ccd8ff
163.754167,-42.251111,,94660,6.11,-0.08,#c7d4ff
164.060417,42.008333,,94669,6.03,1.13,#ffe0bc
163.926667,0.736944,55 Leo,94672,5.91,0.42,#fef9fd
163.623333,-61.826667,,94683,5.93,1.75,#ffc178
164.00625,6.185278,56 Leo,94705,5.81,1.45,#ffd6a5
163.114583,-79.559444,,94717,6.33,1.46,#ffd5a4
164.070417,22.351667,,94720,6.14,1.55,#ffd29c
164.143333,25.5,50 LMi,94747,6.35,1.03,#ffe3c4
163.821667,-60.516944,,94776,5.92,1.08,#ffe2c0
164.986667,77.77,,94860,6.2,0.97,#ffe5c8
164.179583,-37.137778,Iot Ant,94890,4.6,1.03,#ffe3c4
164.282917,-50.765,,94985,5.91,0.18,#e7eaff
164.824583,51.882222,,95057,6.17,1.38,#ffd8aa
164.451667,-59.731944,,95109,6.11,1.1,#ffe2bf
164.866667,40.430278,47 UMa,95128,5.05,0.61,#fff2e9
164.886667,36.093056,,95129,6,1.59,#ffd097
164.315417,-75.099722,,95208,6.13,1.53,#ffd39e
165.06125,45.526111,,95212,5.47,1.47,#ffd5a3
164.92125,11.705833,,95216,6.55,0.43,#fef9fc
164.807917,-33.737222,,95221,5.71,0.37,#faf7ff
165.106667,51.501944,,95233,6.43,null,#ffffff
164.87875,-16.353889,,95234,5.89,1.63,#ffcd91
165.085833,42.911389,,95241,6.02,0.57,#fff4ed
165.274167,63.421111,,95256,6.39,0.16,#e5e9ff
164.94375,-18.298889,7Alp Crt,95272,4.08,1.09,#ffe2bf
165.21,39.212222,49 UMa,95310,5.08,0.24,#edeeff
165.048333,-14.083333,,95314,5.88,1.5,#ffd5a1
164.808333,-61.320278,,95324,6.16,-0.06,#cad6ff
165.14,3.6175,58 Leo,95345,4.84,1.16,#ffdfba
164.9975,-43.807222,,95347,5.81,-0.08,#c7d4ff
165.03875,-42.225833,,95370,4.39,0.11,#e0e5ff
165.186667,6.101389,59 Leo,95382,4.99,0.16,#e5e9ff
165.460417,56.3825,48Bet UMa,95418,2.37,-0.02,#ccd8ff
165.035833,-51.817778,,95429,6.15,0.18,#e7eaff
165.238333,-15.792778,,95441,6.34,1.18,#ffdfb9
165.17,-31.839444,,95456,6.07,0.52,#fff6f2
165.457083,-2.484722,61 Leo,95578,4.74,1.62,#ffce93
165.5825,20.179722,60 Leo,95608,4.42,0.05,#dae2ff
165.932083,61.750833,50Alp UMa,95689,1.79,1.07,#ffe2c1
165.601667,-26.831389,,95698,6.23,0.31,#f4f2ff
165.810833,-0.7525,,95771,6.14,0.26,#efefff
164.80375,-81.556111,,95788,6.71,0.55,#fff5ef
165.812083,-11.303611,,95808,5.5,0.94,#ffe6ca
165.9025,-0.000833,62 Leo,95849,5.95,1.22,#ffdeb6
165.817083,-31.960833,,95857,6.46,1.62,#ffce93
165.902083,-13.434444,,95870,6.34,0.88,#ffe8cf
166.13,38.241389,51 UMa,95934,6,0.16,#e5e9ff
166.254167,7.336111,63Chi Leo,96097,4.63,0.33,#f6f4ff
166.13,-47.679167,,96113,5.67,0.24,#edeeff
164.8075,-84.593889,Eta Oct,96124,6.19,0.11,#e0e5ff
166.225833,-35.804722,,96146,5.43,0.03,#d9e1ff
166.332917,-27.293611,Chi1Hya,96202,4.94,0.36,#f9f6ff
166.391667,-11.088889,,96220,6.09,0.3,#f3f2ff
166.2675,-49.3925,,96224,6.13,-0.02,#ccd8ff
166.49,-27.287778,Chi2Hya,96314,5.71,-0.06,#cad6ff
166.524167,-51.2125,,96407,6.3,0.95,#ffe6ca
166.725833,1.955556,65 Leo,96436,5.52,0.97,#ffe5c8
166.66125,-28.727778,,96441,6.77,0.04,#d9e1ff
166.614167,-50.956667,,96484,6.32,1.16,#ffdfba
166.915417,23.323611,64 Leo,96528,6.46,0.16,#e5e9ff
166.622083,-58.675278,,96544,6.02,1.24,#ffddb4
166.785,-32.587222,,96557,6.59,0.34,#f7f5ff
166.635,-62.424167,,96566,4.61,1.03,#ffe3c4
166.600833,-64.839722,,96568,6.41,0.12,#e1e6ff
166.819167,-42.638611,,96616,5.15,0.03,#d9e1ff
166.976667,-30.174722,,96700,6.54,0.6,#fff3ea
166.707917,-70.878056,,96706,5.57,-0.05,#ccd8ff
167.41625,67.210278,,96707,6.06,0.22,#ebedff
167.065833,-29.972778,,96723,6.49,0.03,#d9e1ff
167.204583,24.658333,67 Leo,96738,5.68,0.06,#dbe2ff
167.329583,36.309444,,96813,5.74,1.51,#ffd4a0
167.182917,-28.080556,,96819,5.44,0.07,#dce3ff
167.415833,44.498611,52Psi UMa,96833,3.01,1.14,#ffe0bb
167.410417,43.2075,,96834,5.89,1.57,#ffd199
167.1475,-58.975,,96918,3.91,1.23,#ffddb5
167.141667,-61.947222,,96919,5.13,0.22,#ebedff
167.4725,-32.3675,,97023,5.81,0.04,#d9e1ff
168.045833,68.271944,,97138,6.4,null,#ffffff
167.932083,14.400278,,97244,6.3,0.21,#eaecff
167.727917,-58.455278,,97271,6.88,-0.08,#c7d4ff
167.914583,-22.825833,11Bet Crt,97277,4.48,0.03,#d9e1ff
168.185417,54.894167,,97302,6.63,null,#ffffff
168.134167,35.813611,,97334,6.41,0.61,#fff2e9
168.061667,-32.433889,,97393,6.38,1.7,#ffc885
168.126667,-18.5,Psi Crt,97411,6.13,-0.01,#ccd8ff
168.144167,-21.749167,,97428,6.4,1.38,#ffd8aa
167.872917,-71.436389,,97472,6.35,1.37,#ffd9ab
168.137917,-49.101111,,97495,5.36,0.18,#e7eaff
168.4175,41.088611,,97501,6.33,1.15,#ffe0bb
168.15,-60.3175,,97534,4.6,0.55,#fff5ef
168.237083,-49.736389,,97550,6.11,1.06,#ffe2c2
168.31125,-44.372222,,97576,5.8,1.66,#ffcb8d
168.188333,-64.169722,,97583,5.23,-0.06,#cad6ff
168.44,-0.069722,69 Leo,97585,5.42,-0.03,#ccd8ff
168.527083,20.523611,68Del Leo,97603,2.56,0.12,#e1e6ff
168.5075,8.060556,,97605,5.79,1.12,#ffe1bd
168.56,15.429444,70The Leo,97633,3.34,-0.01,#ccd8ff
168.41375,-53.231667,,97651,5.76,1.32,#ffdaae
168.378333,-59.619444,,97670,5.74,-0.1,#c4d2ff
168.800833,23.095556,72 Leo,97778,4.63,1.66,#ffcb8d
169.016667,52.773056,,97855,6.5,0.43,#fef9fc
168.725,-43.734167,,97866,6.21,1.61,#ffcf94
168.96625,13.3075,73 Leo,97907,5.32,1.2,#ffdfb8
168.990833,12.844722,,97937,6.67,0.27,#f0f0ff
169.174583,49.476389,,97989,5.88,1.08,#ffe2c0
169.165417,-3.651667,74Phi Leo,98058,4.47,0.21,#eaecff
169.2425,-7.134722,,98088,6.14,0.2,#e9ecff
169.115417,-45.88,,98096,6.31,0.4,#fef9ff
169.3225,2.010556,75 Leo,98118,5.18,1.52,#ffd39f
169.299167,-38.014444,,98161,6.27,0.1,#dfe5ff
169.413333,-34.737222,,98221,6.45,0.4,#fef9ff
169.545417,31.529167,53Xi UMa,98230,4.87,null,#ffffff
169.545833,31.529167,53Xi UMa,98231,4.41,0.59,#fff3eb
169.429167,-36.534444,,98233,6.68,0.98,#ffe5c7
169.619583,33.094167,54Nu UMa,98262,3.48,1.4,#ffd8a9
169.5875,11.984722,,98280,6.66,0.07,#dce3ff
169.329167,-67.823611,,98292,6.06,1.76,#ffbf74
169.782917,38.185556,55 UMa,98353,4.78,0.12,#e1e6ff
169.729167,1.650556,76 Leo,98366,5.91,1.04,#ffe3c3
169.835417,-14.778611,12Del Crt,98430,3.56,1.12,#ffe1bd
170.224167,67.100556,,98499,6.21,1.01,#ffe4c5
169.81875,-64.5825,,98560,5.99,0.46,#fff8f9
169.642917,-79.668611,,98617,6.35,0.26,#efefff
170.284167,6.029444,77Sig Leo,98664,4.05,-0.06,#cad6ff
169.90125,-75.1425,,98672,6.27,-0.03,#ccd8ff
170.455417,57.075,,98673,6.43,0.15,#e4e9ff
170.01625,-71.994444,,98695,6.41,0.05,#dae2ff
170.251667,-54.491111,Pi Cen,98718,3.89,-0.15,#bbccff
170.71375,64.330556,,98772,6.02,0.09,#dee4ff
170.706667,43.482778,56 UMa,98839,4.99,0.99,#ffe5c6
170.59625,-44.645833,,98892,6.12,0.92,#ffe7cc
170.825,0.131667,,98960,6.05,1.46,#ffd5a4
170.84125,-18.78,13Lam Crt,98991,5.09,0.42,#fef9fd
170.802917,-36.164722,,98993,5,1.46,#ffd5a4
170.487917,-77.608333,,99015,6.43,0.2,#e9ecff
170.78375,-56.779444,,99022,5.79,0.01,#d9e1ff
170.98125,10.529167,78Iot Leo,99028,3.94,0.41,#fef9fe
171.009583,1.407778,79 Leo,99055,5.39,0.94,#ffe6ca
170.840833,-64.955,,99104,5.11,-0.08,#c7d4ff
171.1525,-10.859444,14Eps Crt,99167,4.83,1.56,#ffd19a
171.092083,-42.669167,,99171,6.12,-0.18,#b5c7ff
171.245417,11.430278,,99196,5.8,1.38,#ffd8aa
171.220417,-17.683889,15Gam Crt,99211,4.08,0.21,#eaecff
171.04625,-72.256667,,99264,5.59,0.06,#dbe2ff
171.487917,55.850556,,99283,5.75,null,#ffffff
171.401667,16.456389,81 Leo,99285,5.57,0.36,#f9f6ff
171.3725,-36.063056,,99322,5.22,0.99,#ffe5c6
171.458333,3.86,80 Leo,99329,6.37,0.33,#f6f4ff
171.387917,-37.747778,,99333,5.89,1.54,#ffd29d
171.60625,33.450556,,99373,6.32,0.43,#fef9fc
171.43,-63.972778,,99453,5.17,0.5,#fff7f5
171.68875,3.013056,83 Leo,99491,6.5,0.79,#ffebd7
171.647083,-61.115278,,99556,5.3,-0.08,#c7d4ff
171.789583,-12.356667,16Kap Crt,99564,5.94,0.49,#fff7f6
171.697083,-53.16,,99574,5.81,0.52,#fff6f2
171.984167,2.856111,84Tau Leo,99648,4.95,1,#ffe5c6
171.97375,-1.7,,99651,6.25,1.04,#ffe3c3
171.99375,-35.328611,,99712,6.45,null,#ffffff
172.269167,61.778333,,99747,5.83,0.36,#f9f6ff
172.2675,39.336944,57 UMa,99787,5.31,0.01,#d9e1ff
172.14625,-42.674167,,99803,5.08,-0.03,#ccd8ff
172.43125,56.7375,,99859,6.28,0.15,#e4e9ff
172.075833,-72.474444,,99872,6.09,0.16,#e5e9ff
172.424583,15.413333,85 Leo,99902,5.74,1.32,#ffdaae
172.55375,54.361667,,99913,6.41,null,#ffffff
172.410833,-24.463333,,99922,5.76,0.07,#dce3ff
172.96,81.127222,,99945,6.15,0.24,#edeeff
172.604167,46.6575,,99967,6.35,1.27,#ffdcb2
172.629583,43.173333,58 UMa,99984,5.94,0.49,#fff7f6
172.57875,-3.003611,87 Leo,99998,4.77,1.54,#ffd29d
172.620833,18.409722,86 Leo,100006,5.52,1.05,#ffe3c3
172.850833,69.331111,1Lam Dra,100029,3.84,1.62,#ffce93
172.720417,47.929167,,100030,6.42,0.88,#ffe8cf
172.7925,48.789167,,100055,6.56,0.93,#ffe6cb
172.937083,14.364444,88 Leo,100180,6.2,0.57,#fff4ed
172.8125,-61.278333,,100198,6.38,0.52,#fff6f2
173.086667,61.0825,,100203,5.48,0.5,#fff7f5
172.948333,-20.776667,,100219,6.24,0.54,#fff5f0
172.942083,-59.442222,Omi1Cen,100261,5.13,1.08,#ffe2c0
172.953333,-59.515833,Omi2Cen,100262,5.15,0.49,#fff7f6
173.067083,-29.263333,,100286,5.81,0.53,#fff5f1
173.067917,-29.261111,,100287,5.64,0.53,#fff5f1
173.097083,-26.746667,,100307,6.16,1.66,#ffcb8d
173.197917,-7.8275,,100343,5.95,1.38,#ffd8aa
173.200417,-40.436389,,100378,5.64,1.58,#ffd098
173.082917,-66.962222,,100382,5.9,1.13,#ffe0bc
173.225417,-31.087222,,100393,5.04,1.58,#ffd098
173.250417,-31.857778,Xi Hya,100407,3.54,0.94,#ffe6ca
173.310833,-16.280556,,100418,6.05,0.6,#fff3ea
173.484583,36.815556,,100470,6.4,1.05,#ffe3c3
173.405417,-40.586944,,100493,5.39,0.12,#e1e6ff
173.541667,11.023611,,100518,6.55,0.18,#e7eaff
173.591667,3.06,89 Leo,100563,5.77,0.46,#fff8f9
173.677083,16.796944,90 Leo,100600,5.95,-0.16,#b9caff
173.770417,54.785278,,100615,5.63,1.02,#ffe4c4
173.622917,-32.831389,,100623,5.98,0.81,#ffead5
173.765833,20.441389,,100655,6.45,1.01,#ffe4c5
173.690417,-54.264167,,100673,4.62,-0.08,#c7d4ff
174.011667,69.322778,2 Dra,100696,5.2,1.01,#ffe4c5
173.736667,-49.136667,,100708,5.5,1.04,#ffe3c3
173.805,-47.3725,,100733,5.71,1.66,#ffcb8d
173.930833,10.911111,,100740,6.56,0.13,#e2e7ff
174.074583,27.781111,,100808,5.8,0.23,#ecedff
173.981667,-47.641667,,100825,5.25,0.25,#eeefff
173.945,-63.019722,Lam Cen,100841,3.13,-0.04,#ccd8ff
174.170417,-9.802222,21The Crt,100889,4.7,-0.08,#c7d4ff
174.145833,-33.57,,100893,5.74,1.02,#ffe4c4
174.17,-37.237778,,100911,6.31,0.06,#dbe2ff
174.237083,-0.823889,91Ups Leo,100920,4.3,1,#ffe5c6
174.092917,-61.052222,,100929,5.83,-0.09,#c5d3ff
174.255,-32.988056,,100953,6.29,0.46,#fff8f9
174.470833,50.618333,,101013,6.14,1.07,#ffe2c1
174.2525,-61.283333,,101021,5.15,1.12,#ffe1bd
174.39125,-47.747222,,101067,5.44,1.24,#ffddb4
174.585833,43.625556,59 UMa,101107,5.59,0.33,#f6f4ff
174.540833,8.884167,,101112,6.17,1.08,#ffe2c0
174.315,-75.896667,Pi Cha,101132,5.65,0.35,#f8f6ff
174.639583,46.834167,60 UMa,101133,6.1,0.38,#fbf7ff
174.705,64.346944,,101150,6.46,null,#ffffff
174.634167,33.625556,,101151,6.27,1.32,#ffdaae
174.615,8.134167,1Ome Vir,101153,5.36,1.57,#ffd199
174.600417,-2.436111,,101154,6.22,1.12,#ffe1bd
174.451667,-67.620278,,101162,5.96,1.02,#ffe4c4
174.687083,45.108611,,101177,6.44,0.56,#fff4ee
174.530417,-61.826389,,101189,5.15,-0.02,#ccd8ff
174.667083,-13.201944,24Iot Crt,101198,5.48,0.52,#fff6f2
174.751667,-24.721111,,101259,6.42,0.82,#ffead4
174.962917,-14.468611,,101369,6.21,0,#ffffff
174.96,-16.620278,,101370,6.19,1.62,#ffce93
174.8725,-65.397778,,101379,5.17,0.8,#ffebd6
175.114167,57.970556,,101391,6.37,-0.12,#c0cfff
175.053333,-34.744722,Omi Hya,101431,4.7,-0.07,#c8d5ff
175.19625,21.352778,92 Leo,101484,5.26,0.98,#ffe5c7
175.2625,34.201667,61 UMa,101501,5.33,0.72,#ffeede
175.1775,-53.968611,,101541,5.96,1.66,#ffcb8d
175.285,-29.196389,,101563,6.44,0.66,#fff0e4
175.223333,-62.09,,101570,4.94,1.15,#ffe0bb
175.431667,55.1725,,101604,6.27,1.49,#ffd5a1
175.392917,31.746111,62 UMa,101606,5.73,0.43,#fef9fc
175.3325,-43.095833,,101615,5.55,null,#ffffff
175.433333,-32.499722,,101666,5.22,1.48,#ffd5a2
175.618333,66.745,3 Dra,101673,5.3,1.28,#ffdbb1
175.521667,22.210833,,101688,6.59,null,#ffffff
175.514583,-20.293889,,101695,6.22,0.95,#ffe6ca
175.255,-83.1,,101782,6.33,1.08,#ffe2c0
175.863333,-37.190278,,101883,5.98,1.46,#ffd5a4
175.730833,-79.306389,,101917,6.39,0.9,#ffe8ce
175.979583,-6.677222,,101933,6.07,0.96,#ffe5c9
175.88,-62.489444,,101947,5.03,0.8,#ffebd6
176.055,25.218333,,101980,6.02,1.53,#ffd39e
175.970417,-62.878333,,101995,6.1,0.06,#dbe2ff
176.190833,-18.350833,27Zet Crt,102070,4.73,0.97,#ffe5c8
176.32125,8.258333,2Xi Vir,102124,4.85,0.18,#e7eaff
176.3025,-49.069722,,102150,6.26,1.17,#ffdfb9
176.465,6.529444,3Nu Vir,102212,4.03,1.51,#ffd4a0
176.5125,47.779444,63Chi UMa,102224,3.71,1.18,#ffdfb9
176.432917,-45.69,,102232,5.29,-0.12,#c0cfff
176.401667,-66.728611,Lam Mus,102249,3.64,0.16,#e5e9ff
176.731667,55.628333,,102328,5.27,1.27,#ffdcb2
176.628333,-61.178333,,102350,4.11,0.9,#ffe8ce
176.629583,-40.500556,,102365,4.91,0.66,#fff0e4
176.779167,-35.906944,,102397,6.17,0.96,#ffe5c9
176.815417,-30.286944,,102438,6.48,0.68,#ffefe2
176.829583,-57.696389,,102461,5.41,1.67,#ffca8b
176.99625,20.218889,93 Leo,102509,4.53,0.55,#fff5ef
176.97875,8.245833,4 Vir,102510,5.32,0.02,#d9e1ff
177.097917,-10.313333,,102574,6.26,0.58,#fff3ec
177.059583,-66.814722,Mu Mus,102584,4.72,1.54,#ffd29d
177.16125,14.284167,,102590,5.88,0.29,#f2f1ff
177.187917,-26.749722,,102620,5.11,1.6,#ffd096
177.255,-0.318611,,102634,6.15,0.52,#fff6f2
177.265,14.571944,94Bet Leo,102647,2.14,0.09,#dee4ff
177.312083,16.242778,,102660,6.04,0.27,#f0f0ff
177.42375,34.931667,,102713,5.7,0.46,#fff8f9
177.42125,-63.788333,,102776,4.32,-0.15,#bbccff
177.485833,-70.225833,,102839,4.97,1.4,#ffd8a9
177.58125,-15.863889,,102845,6.13,0.95,#ffe6ca
177.67375,1.764722,5Bet Vir,102870,3.61,0.55,#fff5ef
177.613333,-62.649444,,102878,5.7,0.26,#efefff
177.654583,-27.277778,,102888,6.48,0.98,#ffe5c7
177.730417,12.278889,,102910,6.35,0.27,#f0f0ff
177.759167,-5.333333,,102928,5.64,1.06,#ffe2c2
177.789167,33.375,,102942,6.27,0.32,#f5f3ff
177.78625,-45.173611,,102964,4.46,1.3,#ffdbb0
177.84125,-12.187778,,102990,6.35,0.4,#fef9ff
177.923333,-30.835,,103026,5.85,0.56,#fff4ee
177.963333,-65.206111,,103079,4.9,-0.11,#c2d0ff
178.245,37.718611,,103095,6.45,0.75,#ffeddb
178.042083,-56.987778,,103101,5.57,0.07,#dce3ff
178.2275,-33.908056,Bet Hya,103192,4.28,-0.1,#c4d2ff
178.361667,-35.066667,,103266,6.17,0.08,#dde3ff
178.4575,53.694722,64Gam UMa,103287,2.44,0,#ffffff
178.459583,0.551944,,103313,6.3,0.2,#e9ecff
178.547917,-57.41,,103400,6.06,0.05,#dae2ff
178.6075,-37.748889,,103437,6.46,0.52,#fff6f2
178.677083,-25.713889,,103462,5.3,0.88,#ffe8cf
178.762917,8.443889,6 Vir,103484,5.58,0.94,#ffe6ca
178.77375,46.476944,65 UMa,103483,6.54,0.1,#dfe5ff
178.80875,36.756389,,103500,6.49,1.58,#ffd098
178.749167,-63.278889,,103516,5.91,0.19,#e8ebff
178.91875,15.646667,95 Leo,103578,5.53,0.11,#e0e5ff
178.917083,-28.476944,,103596,5.93,1.5,#ffd5a1
178.993333,56.598611,66 UMa,103605,5.84,1.1,#ffe2bf
179.00375,-17.150833,30Eta Crt,103632,5.18,-0.02,#ccd8ff
178.977917,-39.689167,,103637,6.13,1.02,#ffe4c4
179.221667,61.549167,,103736,6.22,0.96,#ffe5c9
179.182917,-47.0725,,103746,6.26,0.4,#fef9ff
179.265417,-33.315278,,103789,6.21,-0.04,#ccd8ff
179.310833,40.343611,,103799,6.62,0.46,#fff8f9
179.417083,-62.448889,,103884,5.57,-0.15,#bbccff
179.53,32.273889,,103928,6.42,0.29,#f2f1ff
179.585833,61.464722,,103953,6.76,null,#ffffff
179.563333,-56.317222,,103961,5.44,-0.08,#c7d4ff
179.584583,-40.947222,,103974,6.79,0.97,#ffe5c8
179.69875,-64.339167,,104035,5.61,0.18,#e7eaff
179.726667,-25.908889,,104039,6.43,0.03,#d9e1ff
179.764167,0.530556,,104055,6.17,1.26,#ffdcb3
179.823333,33.1675,,104075,5.96,1.15,#ffe0bb
179.795417,-51.696667,,104081,6.05,1.28,#ffdbb1
179.905417,-78.221944,Eps Cha,104174,4.91,-0.06,#cad6ff
179.988333,34.035,,104179,6.5,0.22,#ebedff
179.987083,3.655278,7 Vir,104181,5.37,0,#ffffff
180.0775,80.853056,,104216,6.17,1.61,#ffcf94
180.185417,-10.446111,,104304,5.55,0.77,#ffecd9
