ra,dec,name,hd,vmag,bv,hex 
180.177083,-21.837222,,104307,6.28,1.22,#ffdeb6
180.218333,6.614167,8Pi Vir,104321,4.66,0.13,#e2e7ff
180.213333,-19.658889,,104337,5.26,-0.2,#b2c5ff
180.2575,-1.768056,,104356,6.31,1.21,#ffdeb7
180.370833,-57.503611,,104430,6.16,0,#ffffff
180.414583,36.041944,,104438,5.59,1.01,#ffe4c5
180.528333,43.045556,67 UMa,104513,5.21,0.26,#efefff
180.58375,-85.631667,,104555,6.05,1.29,#ffdbb0
180.619167,-71.488889,,104570,6.42,1.17,#ffdfb9
180.657083,-69.192222,,104600,5.89,-0.08,#c7d4ff
180.715,-7.683611,,104625,6.22,1.49,#ffd5a1
180.75625,-63.312778,The1Cru,104671,4.33,0.27,#f0f0ff
180.915,-42.434167,,104731,5.15,0.41,#fef9fe
180.934583,-74.213889,,104752,6.44,1.23,#ffddb5
181.069167,21.459167,2 Com,104827,5.87,0.22,#ebedff
181.08,-63.165556,The2Cru,104841,4.72,-0.08,#c7d4ff
181.16125,-68.329167,,104878,5.35,-0.01,#ccd8ff
181.19375,-76.519167,Kap Cha,104902,5.04,1.49,#ffd5a1
181.117083,85.587222,,104904,6.27,0.59,#fff3eb
181.237917,-60.969167,,104933,5.96,1.67,#ffca8b
181.302083,8.733056,9Omi Vir,104979,4.12,0.98,#ffe5c7
181.312917,76.905833,,104985,5.8,1.01,#ffe4c5
181.415417,62.933056,,105043,6.13,1.17,#ffdfb9
181.471667,-65.547222,,105071,6.33,0.22,#ebedff
181.48625,-35.693889,,105078,6.23,-0.08,#c7d4ff
181.499167,-3.131667,,105089,6.37,1,#ffe5c6
181.5825,-68.650833,,105138,6.23,1.24,#ffddb4
181.59625,-65.709167,,105151,6.06,0.65,#fff1e5
181.720417,-64.613611,Eta Cru,105211,4.15,0.34,#f7f5ff
181.9575,-75.366944,,105340,5.18,1.3,#ffdbb0
182.021667,-50.661389,,105382,4.47,-0.15,#bbccff
182.02,-50.763333,,105383,6.37,-0.05,#ccd8ff
182.06125,-48.692778,,105416,5.34,-0.01,#ccd8ff
182.089583,-50.7225,Del Cen,105435,2.6,-0.12,#c0cfff
182.1025,-60.847222,,105437,6.22,1.74,#ffc27a
182.103333,-24.728889,1Alp Crv,105452,4.02,0.32,#f5f3ff
182.224167,-44.326111,,105509,5.75,0.24,#edeeff
182.227083,-41.231389,,105521,5.48,-0.07,#c8d5ff
182.422083,1.897778,10 Vir,105639,5.95,1.12,#ffe1bd
182.447083,74.661389,,105678,6.35,0.5,#fff7f5
182.510417,-34.705,,105686,6.17,0.03,#d9e1ff
182.514167,5.806944,11 Vir,105702,5.72,0.35,#f8f6ff
182.53125,-22.619722,2Eps Crv,105707,3,1.33,#ffdaae
182.640833,-37.870278,,105776,6.06,0.2,#e9ecff
182.631667,16.809167,3 Com,105778,6.39,0.06,#dbe2ff
182.692083,27.281389,,105805,6.01,0.11,#e0e5ff
182.770417,-61.2775,,105841,6.08,0.39,#fcf8ff
182.76625,-23.6025,3 Crv,105850,5.46,0.06,#dbe2ff
182.762083,-45.422778,,105852,6.61,1.08,#ffe2c0
182.880833,-51.359444,,105920,6.23,0.82,#ffead4
182.912917,-52.368611,Rho Cen,105937,3.96,-0.15,#bbccff
182.75,81.71,,105943,6,1.62,#ffce93
182.963333,25.870278,4 Com,105981,5.66,1.41,#ffd7a8
182.937083,57.054444,68 UMa,106002,6.43,null,#ffffff
183.005,28.536111,,106022,6.49,0.36,#f9f6ff
183.03875,20.541944,5 Com,106057,5.57,0.95,#ffe6ca
183.091667,-62.950833,,106068,5.92,0.29,#f2f1ff
183.195,-70.151944,,106111,6.17,0.84,#ffe9d2
183.049583,77.616389,,106112,5.14,0.33,#f6f4ff
183.304167,-34.125556,,106198,6.5,1.66,#ffcb8d
183.355417,-38.929167,,106231,5.76,-0.13,#beceff
183.482083,-78.573611,,106248,6.35,1.24,#ffddb4
183.357917,10.262222,12 Vir,106251,5.85,0.27,#f0f0ff
183.402917,-33.792778,,106257,6.33,0.08,#dde3ff
183.510833,-45.723889,,106321,5.31,1.43,#ffd6a6
183.57,-64.408611,,106343,6.22,0.12,#e1e6ff
183.680833,53.434722,,106478,6.16,1.04,#ffe3c3
183.748333,-20.844167,,106485,5.83,1.05,#ffe3c3
183.78625,-58.748889,Del Cru,106490,2.8,-0.23,#adc1ff
183.794167,-10.3125,,106516,6.11,0.46,#fff8f9
183.877083,-41.913056,,106572,6.26,1.01,#ffe4c5
183.785417,70.2,,106574,5.71,1.19,#ffdfb8
183.856667,57.0325,69Del UMa,106591,3.31,0.08,#dde3ff
183.945833,-23.353611,,106612,6.54,0.45,#fff9fb
183.951667,-17.541944,4Gam Crv,106625,2.59,-0.11,#c2d0ff
184.000833,14.898889,6 Com,106661,5.1,0.06,#dbe2ff
184.097917,-72.614722,,106676,6.22,-0.01,#ccd8ff
183.9225,72.550833,,106677,6.29,1.14,#ffe0bb
184.031667,40.660278,2 CVn,106690,5.66,1.55,#ffd29c
184.085417,23.945278,7 Com,106714,4.95,0.97,#ffe5c8
184.125417,33.061389,,106760,5,1.14,#ffe0bb
184.275,-65.692778,,106797,6.06,0.03,#d9e1ff
184.26375,-16.693611,,106819,6.05,0.1,#dfe5ff
184.392083,-67.960833,Eps Mus,106849,4.11,1.58,#ffd098
184.372917,53.191111,,106884,5.81,1.3,#ffdbb0
184.377083,28.937222,,106887,5.7,0.16,#e5e9ff
184.58625,-79.312222,Bet Cha,106911,4.26,-0.12,#c0cfff
184.447083,-36.093889,,106922,6.15,0.01,#d9e1ff
184.434583,15.144167,,106926,6.34,1.37,#ffd9ab
184.537917,-3.954444,,106975,6.99,0.36,#f9f6ff
184.54,-3.948611,,106976,6.54,0.33,#f6f4ff
184.60875,-64.003056,Zet Cru,106983,4.04,-0.17,#b7c9ff
184.631667,30.249167,,107054,6.23,0.3,#f3f2ff
184.667917,-0.787222,13 Vir,107070,5.9,0.17,#e6eaff
184.74875,-55.143056,,107079,5,1.59,#ffd097
184.214167,86.436111,,107113,6.33,0.43,#fef9fc
184.75875,26.007778,,107131,6.48,0.18,#e7eaff
184.829583,23.034722,8 Com,107168,6.27,0.17,#e6eaff
183.834583,87.7,,107192,6.28,0.35,#f8f6ff
184.707917,75.160556,,107193,5.38,-0.02,#ccd8ff
184.873333,28.156944,9 Com,107213,6.33,0.5,#fff7f5
184.976667,-0.666944,15Eta Vir,107259,3.89,0.02,#d9e1ff
184.952917,48.984167,3 CVn,107274,5.29,1.66,#ffcb8d
185.044583,-22.175556,,107295,5.97,0.82,#ffead4
185.116667,-65.842778,,107301,6.21,-0.04,#ccd8ff
185.082083,26.619444,,107325,5.54,1.09,#ffe2bf
185.07375,26.001944,,107326,6.15,0.3,#f3f2ff
185.0875,3.3125,16 Vir,107328,4.96,1.16,#ffdfba
185.140417,-22.215833,5Zet Crv,107348,5.21,-0.1,#c4d2ff
185.179167,17.792778,11 Com,107383,4.74,1.01,#ffe4c5
185.232083,-13.565556,,107418,5.14,1.05,#ffe3c3
185.34,-60.401111,Eps Cru,107446,3.59,1.42,#ffd7a7
185.211667,57.863889,70 UMa,107465,5.55,1.43,#ffd6a6
185.489583,-56.374722,,107543,5.92,1.57,#ffd199
185.530417,-67.521944,Zet2Mus,107566,5.15,0.19,#e8ebff
185.549583,-68.3075,Zet1Mus,107567,5.74,1.04,#ffe3c3
185.545,24.773889,,107655,6.19,-0.01,#ccd8ff
185.705417,-57.676111,,107696,5.39,-0.1,#c4d2ff
185.62625,25.846111,12 Com,107700,4.81,0.49,#fff7f6
185.633333,5.305556,17 Vir,107705,6.4,0.6,#fff3ea
186.40625,-86.150556,,107739,6.33,1.08,#ffe2c0
185.8075,-67.631667,,107773,6.36,0.89,#ffe8ce
185.84,-24.840556,6 Crv,107815,5.68,1.16,#ffdfba
185.8975,-35.412778,,107832,5.32,-0.08,#c7d4ff
185.90375,-39.303056,,107833,6.4,0.29,#f2f1ff
185.937083,-38.911111,,107860,5.79,-0.08,#c7d4ff
185.945833,42.542778,4 CVn,107904,6.06,0.33,#f6f4ff
186.00625,51.562222,5 CVn,107950,4.8,0.87,#ffe8d0
186.077083,26.098611,13 Com,107966,5.18,0.08,#dde3ff
186.18625,-41.384167,,107998,6.25,1.18,#ffdfb9
186.11125,25.582778,,108007,6.42,0.27,#f0f0ff
186.322083,-65.770556,,108054,6.3,0.96,#ffe5c9
186.285417,-42.514444,,108063,6.11,0.65,#fff1e5
186.29875,-11.610278,,108107,5.95,0.03,#d9e1ff
186.326667,-27.749167,,108110,6.09,1.27,#ffdcb2
186.340833,-35.186389,,108114,5.73,-0.06,#cad6ff
186.312917,23.926111,,108123,6.03,1.1,#ffe2bf
186.263333,56.7775,71 UMa,108135,5.81,1.62,#ffce93
186.276667,63.802778,,108150,6.32,0.91,#ffe7cd
186.462083,39.018611,6 CVn,108225,5.02,0.96,#ffe5c9
186.62875,-63.1225,,108250,4.86,-0.12,#c0cfff
186.649583,-63.099167,Alp1Cru,108248,1.33,-0.24,#abc0ff
186.652083,-63.099444,Alp2Cru,108249,1.73,-0.26,#a8bdff
186.631667,-51.450833,,108257,4.82,-0.14,#bccdff
186.600417,27.268333,14 Com,108283,4.95,0.27,#f0f0ff
186.700833,-48.913333,,108309,6.26,0.68,#ffefe2
186.715417,-32.83,,108323,5.55,0.01,#d9e1ff
186.8525,-63.789167,,108355,6,0.07,#dce3ff
186.734583,28.268333,15Gam Com,108381,4.36,1.13,#ffe0bc
186.747083,26.825556,16 Com,108382,5,0.08,#dde3ff
186.869583,-58.991944,,108396,5.5,1.45,#ffd6a5
186.600833,71.929722,,108399,6.24,1.06,#ffe2c2
186.925417,8.610278,,108471,6.37,0.93,#ffe6cb
186.955833,-16.631944,,108477,6.35,0.84,#ffe9d2
187.01,-50.230556,Sig Cen,108483,3.91,-0.19,#b3c6ff
187.07875,-64.341389,,108501,6.04,0.02,#d9e1ff
186.89625,55.712778,73 UMa,108502,5.7,1.55,#ffd29c
186.965,-4.615278,,108506,6.22,0.44,#fef9fb
187.10625,-61.795278,,108530,6.22,1.26,#ffdcb3
187.09375,-39.041389,,108541,5.44,-0.08,#c7d4ff
187.139167,-56.407778,,108570,6.15,0.92,#ffe7cc
187.15875,26.226667,,108642,6.54,0.17,#e6eaff
187.185833,25.899167,,108651,6.65,0.22,#ebedff
187.227917,25.912778,17 Com,108662,5.29,-0.05,#ccd8ff
187.362083,24.108889,18 Com,108722,5.48,0.43,#fef9fc
187.474583,-56.524722,,108732,5.8,1.56,#ffd19a
187.49125,-41.736111,,108759,6.02,1.52,#ffd39f
187.43,20.896111,20 Com,108765,5.69,0.07,#dce3ff
187.46625,-16.515556,7Del Crv,108767,2.95,-0.05,#ccd8ff
187.52,-13.393056,,108799,6.35,0.56,#fff4ee
187.572917,-23.696667,,108821,5.63,1.67,#ffca8b
187.48875,58.405833,74 UMa,108844,5.35,0.2,#e9ecff
187.512083,51.535556,7 CVn,108845,6.21,0.51,#fff6f3
187.517917,58.7675,75 UMa,108861,6.08,0.98,#ffe5c7
187.79125,-57.113333,Gam Cru,108903,1.63,1.59,#ffd097
187.819583,-57.081111,Gam Cru,108925,6.42,0.16,#e5e9ff
187.527917,69.201111,4 Dra,108907,4.95,1.62,#ffce93
187.7525,24.567222,21 Com,108945,5.46,0.05,#dae2ff
187.70875,53.076667,,108954,6.21,0.54,#fff5f0
187.917917,-59.423889,,108968,5.48,0.63,#fff1e7
188.041667,-73.001667,,108970,5.88,1.11,#ffe1be
187.839167,7.604167,,108985,6.05,1.52,#ffd39f
187.9825,-63.506111,,109000,5.95,0.27,#f0f0ff
187.91125,-5.0525,,109014,6.19,1.04,#ffe3c3
188.116667,-72.133056,Gam Mus,109026,3.87,-0.15,#bbccff
188.01875,-32.533611,,109074,6.46,0.2,#e9ecff
188.0175,-16.196111,8Eta Crv,109085,4.31,0.38,#fbf7ff
188.15,-13.859167,,109141,5.74,0.4,#fef9ff
188.262083,10.295556,20 Vir,109217,6.26,0.95,#ffe6ca
188.343333,-19.791944,,109238,6.26,0.29,#f2f1ff
188.392917,-12.830278,,109272,5.58,0.86,#ffe8d1
188.3925,24.283056,22 Com,109307,6.29,0.11,#e0e5ff
188.445,-9.451944,21 Vir,109309,5.48,-0.03,#ccd8ff
188.496667,-49.909444,,109312,6.38,0.46,#fff8f9
188.412083,33.2475,,109317,5.42,1,#ffe5c6
188.4475,33.384722,,109345,6.24,1.05,#ffe3c3
188.435417,41.3575,8Bet CVn,109358,4.26,0.59,#fff3eb
188.596667,-23.396667,9Bet Crv,109379,2.65,0.89,#ffe8ce
188.370833,69.788333,5Kap Dra,109387,3.87,-0.13,#beceff
188.67625,-44.673333,,109409,5.77,0.7,#ffefe0
188.712917,22.629167,23 Com,109485,4.81,0,#ffffff
188.870833,-61.841944,,109492,6.22,0.73,#ffeddd
188.77625,18.377222,24 Com,109510,6.56,0.25,#eeefff
188.7825,18.376944,24 Com,109511,5.02,1.15,#ffe0bb
188.78375,21.881389,,109519,5.85,1.22,#ffdeb6
188.939583,-41.021944,,109536,5.13,0.22,#ebedff
188.683333,70.021944,6 Dra,109551,4.94,1.31,#ffdaaf
189.005,-39.87,,109573,5.8,0.01,#d9e1ff
188.994167,-20.527222,,109585,6.2,0.33,#f6f4ff
189.295833,-69.135556,Alp Mus,109668,2.69,-0.2,#b2c5ff
189.1975,-5.831944,25 Vir,109704,5.87,0.07,#dce3ff
189.097083,59.486944,,109729,5.5,null,#ffffff
189.242917,17.089444,25 Com,109742,5.68,1.41,#ffd7a8
189.425833,-48.541111,Tau Cen,109787,3.86,0.05,#dae2ff
189.425833,-27.138889,,109799,5.45,0.32,#f5f3ff
189.810417,-75.369444,,109857,6.49,0.08,#dde3ff
189.518333,3.2825,,109860,6.33,0.01,#d9e1ff
189.71875,-67.193056,,109867,6.25,0.06,#dbe2ff
189.593333,1.854722,,109896,5.71,1.6,#ffd096
189.685833,-18.250278,,109931,6,0.29,#f2f1ff
189.764583,-30.422222,,109960,5.89,1.21,#ffdeb7
189.692917,40.874444,9 CVn,109980,6.37,0.18,#e7eaff
189.75875,22.659444,,109996,6.38,1.1,#ffe2bf
189.811667,-7.995556,26Chi Vir,110014,4.66,1.23,#ffddb5
189.981667,-66.511667,,110020,6.26,-0.05,#ccd8ff
189.780417,21.0625,26 Com,110024,5.46,0.96,#ffe5c9
189.820417,35.951944,,110066,6.45,0.06,#dbe2ff
189.96875,-39.9875,,110073,4.64,-0.08,#c7d4ff
190.345833,-46.145556,,110287,5.84,1.52,#ffd39f
190.379167,-48.959722,Gam Cen,110304,2.17,-0.01,#ccd8ff
190.52125,-69.4075,,110311,6.33,0.78,#ffebd8
190.316667,-13.013611,,110317,6.08,null,#ffffff
190.3175,-13.015,,110318,5.98,0.42,#fef9fd
190.485833,-59.685833,,110335,4.93,-0.04,#ccd8ff
190.393333,10.426389,27 Vir,110377,6.19,0.19,#e8ebff
190.415,-1.449444,29Gam Vir,110379,3.65,0.36,#f9f6ff
190.415,-1.449444,29Gam Vir,110380,3.68,null,#ffffff
190.455,-19.758611,,110385,6.03,0.39,#fcf8ff
190.47125,10.235556,30Rho Vir,110411,4.88,0.09,#dee4ff
190.487917,6.806667,31 Vir,110423,5.59,0,#ffffff
190.709583,-63.058611,,110432,5.31,0.27,#f0f0ff
190.6475,-48.813056,,110458,4.66,1.09,#ffe2bf
190.706667,-55.947222,,110461,6.08,-0.03,#ccd8ff
190.39125,62.713056,76 UMa,110462,6.07,0.01,#d9e1ff
190.787917,-56.176111,,110506,6,-0.08,#c7d4ff
190.8675,-58.903056,,110532,6.4,1.09,#ffe2bf
190.859583,-40.177778,,110575,6.44,0.25,#eeefff
190.90875,-1.576944,,110646,5.93,0.86,#ffe8d1
190.994583,-36.349167,,110653,6.39,-0.06,#cad6ff
191.002083,-28.323889,,110666,5.48,1.34,#ffdaad
190.7675,61.155556,,110678,6.38,1.26,#ffdcb3
191.257083,-68.831111,,110716,6.16,0.69,#ffefe1
191.407917,-60.981111,Iot Cru,110829,4.69,1.05,#ffe3c3
191.112917,44.103056,,110834,6.33,0.43,#fef9fc
191.570417,-68.108056,Bet Mus,110879,3.05,-0.18,#b5c7ff
191.247917,39.278889,10 CVn,110897,5.95,0.55,#fff5ef
191.2825,45.440278,,110914,4.99,2.54,#fff9ff
191.404583,7.673333,32 Vir,110951,5.22,0.33,#f6f4ff
191.594583,-56.488889,,110956,4.65,-0.16,#b9caff
191.59375,9.54,33 Vir,111028,5.67,0.99,#ffe5c6
191.691667,-33.315556,,111032,5.86,1.34,#ffdaad
191.66125,16.5775,27 Com,111067,5.12,1.35,#ffdaad
191.108333,80.621111,,111112,6.4,0.12,#e1e6ff
191.93,-59.688611,Bet Cru,111123,1.25,-0.23,#adc1ff
191.759583,5.950833,,111133,6.34,-0.05,#ccd8ff
191.806667,11.958056,34 Vir,111164,6.07,0.12,#e1e6ff
191.889167,-6.301944,,111199,6.26,0.55,#fff5ef
191.97375,-24.851667,,111226,6.44,-0.06,#cad6ff
191.964167,3.572778,35 Vir,111239,6.41,1.6,#ffd096
191.82875,62.780833,,111270,5.89,null,#ffffff
192.11,-27.5975,,111295,5.66,0.95,#ffe6ca
192.059583,13.553056,28 Com,111308,6.56,0.01,#d9e1ff
192.437083,-71.986389,,111315,5.55,1.17,#ffdfb9
191.893333,66.790278,7 Dra,111335,5.43,1.56,#ffd19a
192.195833,24.840278,,111395,6.31,0.7,#ffefe0
192.225833,14.1225,29 Com,111397,5.7,0.02,#d9e1ff
192.174167,48.466944,11 CVn,111421,6.27,0.18,#e7eaff
192.164167,60.32,,111456,5.85,0.46,#fff8f9
192.55,-60.400833,,111463,6.75,0.35,#f8f6ff
192.3225,27.552222,30 Com,111469,5.78,0.03,#d9e1ff
193.744167,-85.123333,Iot Oct,111482,5.46,1.02,#ffe4c4
192.581667,-48.459722,,111519,6.24,0.05,#dae2ff
192.74125,-52.7875,,111588,5.73,0.13,#e2e7ff
192.5725,22.863333,,111591,6.43,1,#ffe5c6
192.671667,-33.999444,,111597,4.91,-0.04,#ccd8ff
192.544583,37.516944,,111604,5.89,0.15,#e4e9ff
192.824167,-60.329722,,111613,5.72,0.38,#fbf7ff
192.845417,-10.338333,,111720,6.41,1.02,#ffe4c4
192.90375,3.056667,37 Vir,111765,6.02,1.29,#ffdbb0
192.986667,-39.680833,,111774,5.98,-0.1,#c4d2ff
193.022083,-48.094167,,111775,6.33,0.03,#d9e1ff
192.99125,-26.738056,,111786,6.15,0.23,#ecedff
193.1025,-53.829444,,111790,6.24,1.13,#ffe0bc
192.924583,27.540556,31 Com,111812,4.94,0.67,#fff0e3
193.05125,17.073889,32 Com,111862,6.32,1.59,#ffd097
193.26625,-54.9525,,111884,5.93,1.31,#ffdaaf
193.115,16.1225,,111893,6.3,0.16,#e5e9ff
193.340833,-60.328611,,111904,5.76,0.33,#f6f4ff
193.27875,-48.943333,,111915,4.33,1.37,#ffd9ab
193.359167,-40.178889,,111968,4.27,0.21,#eaecff
193.454583,-60.376944,Kap Cru,111973,5.9,0.2,#e9ecff
193.296667,-3.553056,38 Vir,111998,6.11,0.5,#fff7f5
192.2775,83.418056,,112014,5.85,-0.06,#cad6ff
192.306667,83.412778,,112028,5.28,-0.03,#ccd8ff
193.324167,21.245,35 Com,112033,4.9,0.9,#ffe8ce
193.591667,-58.430556,,112044,6.58,0.76,#ffecda
193.40875,-4.223889,,112048,6.44,1.1,#ffe2bf
193.663333,-59.146667,Lam Cru,112078,4.62,-0.15,#bbccff
193.648333,-57.177778,Mu 1Cru,112092,4.03,-0.17,#b7c9ff
193.653333,-57.168333,Mu 2Cru,112091,5.17,-0.12,#c0cfff
193.457083,12.418611,41 Vir,112097,6.25,0.27,#f0f0ff
193.577917,-11.648611,,112131,6,0.08,#dde3ff
193.588333,-9.538889,40Psi Vir,112142,4.79,1.6,#ffd096
193.74375,-44.151944,,112164,5.89,0.64,#fff1e6
193.554583,33.534444,,112171,6.26,0.2,#e9ecff
193.507083,55.959722,77Eps UMa,112185,1.77,-0.02,#ccd8ff
193.830833,-42.915833,,112213,5.47,1.68,#ffc989
194.13125,-72.185278,,112219,5.93,1.13,#ffe0bc
193.9875,-56.836111,,112244,5.32,0.01,#d9e1ff
193.735417,47.196667,,112264,5.84,1.55,#ffd29c
193.900833,3.3975,43Del Vir,112300,3.38,1.58,#ffd098
193.972083,-15.326944,,112304,6.17,0,#ffffff
194.125417,-26.460278,,112374,6.62,0.68,#ffefe2
194.268333,-51.198611,,112409,5.16,-0.06,#cad6ff
194.001667,38.314722,12Alp1CVn,112412,5.6,0.34,#f7f5ff
194.007083,38.318333,12Alp2CVn,112413,2.9,-0.12,#c0cfff
193.86875,65.438611,8 Dra,112429,5.24,0.28,#f1f0ff
194.073333,54.099444,,112486,5.82,0.19,#e8ebff
194.388333,-22.753889,,112519,6.31,1.07,#ffe2c1
194.282083,46.176944,,112570,6.12,1.01,#ffe4c5
194.730833,17.409444,36 Com,112769,4.78,1.56,#ffd19a
194.914583,-3.811944,44 Vir,112846,5.79,0.18,#e7eaff
195.135833,-33.505278,,112935,6.02,0.38,#fbf7ff
195.5675,-71.548889,Del Mus,112985,3.62,1.18,#ffdfb9
195.06875,30.785,37 Com,112989,4.9,1.17,#ffdfb9
195.149583,-3.368611,46 Vir,112992,5.99,1.12,#ffe1bd
195.161667,18.373056,,113022,6.2,0.42,#fef9fd
194.697083,75.4725,,113049,6.01,0.99,#ffe5c6
194.979583,66.597222,9 Dra,113092,5.32,1.29,#ffdbb0
195.29,17.123056,38 Com,113095,5.96,0.96,#ffe5c9
195.771667,-71.476111,,113120,6.03,0.05,#dae2ff
195.1825,56.366389,78 UMa,113139,4.93,0.36,#f9f6ff
195.544167,10.959167,47Eps Vir,113226,2.83,0.94,#ffe6ca
195.888333,-49.527222,Xi 1Cen,113314,4.85,0.02,#d9e1ff
195.445,63.610278,,113337,6,0.41,#fef9fe
195.942083,-20.583056,,113415,5.58,0.56,#fff4ee
195.668333,59.716111,,113436,6.53,0.05,#dae2ff
195.976667,-3.663333,48 Vir,113459,6.59,0.29,#f2f1ff
196.200417,-41.196667,,113523,6.26,1.68,#ffc989
196.378333,-52.115,,113602,6.43,1.7,#ffc885
196.569583,-48.463611,,113703,4.71,-0.14,#bccdff
196.64625,-41.588611,,113778,5.59,1.05,#ffe3c3
196.7275,-49.906111,Xi 2Cen,113791,4.27,-0.19,#b3c6ff
196.435417,35.798889,14 CVn,113797,5.25,-0.08,#c7d4ff
196.850833,-59.860556,,113823,5.99,0.48,#fff7f7
196.467917,45.268611,,113847,5.63,1.13,#ffe0bc
196.588333,21.153333,39 Com,113848,5.99,0.39,#fcf8ff
196.72625,-35.861944,,113852,6.54,-0.02,#ccd8ff
196.5425,29.029444,,113865,6.54,0.05,#dae2ff
196.594167,22.616111,40 Com,113866,5.6,1.59,#ffd097
196.207083,73.025278,,113889,6.31,null,#ffffff
196.909583,-53.459722,,113902,5.71,-0.07,#c8d5ff
197.029167,-65.306389,The Mus,113904,5.51,-0.02,#ccd8ff
196.594583,62.041944,,113994,6.14,0.99,#ffe5c6
196.794583,27.624722,41 Com,113996,4.8,1.48,#ffd5a2
196.974167,-10.740278,49 Vir,114038,5.19,1.14,#ffe0bb
196.973333,27.555833,,114092,6.19,1.36,#ffd9ac
197.135417,-8.984444,,114113,5.55,1.18,#ffdfb9
197.26375,-23.118056,45Psi Hya,114149,4.95,1.05,#ffe3c3
197.31,-9.538333,,114203,6.32,1.02,#ffe4c4
197.301667,10.022222,,114256,5.78,1,#ffe5c6
197.43875,-10.329444,50 Vir,114287,5.94,1.49,#ffd5a1
197.449167,16.848611,,114326,5.91,1.45,#ffd6a5
197.4875,-5.538889,51The Vir,114330,4.38,-0.01,#ccd8ff
197.41125,37.423056,,114357,6.02,1.15,#ffe0bb
197.743333,-52.566944,,114365,6.06,-0.09,#c5d3ff
197.965,-69.941944,,114371,5.91,0.42,#fef9fd
197.425,38.533889,15 CVn,114376,6.28,-0.12,#c0cfff
197.497083,17.529444,42Alp Com,114378,5.22,0.45,#fff9fb
197.497083,17.529444,42Alp Com,114379,5.22,null,#ffffff
197.786667,-42.233056,,114435,5.79,0.52,#fff6f2
197.513333,38.498889,17 CVn,114447,5.91,0.29,#f2f1ff
197.97125,-63.302778,,114461,6.33,0.44,#fef9fb
197.846667,-43.368889,,114474,5.25,1.05,#ffe3c3
197.459167,62.229167,,114504,6.54,-0.02,#ccd8ff
198.0725,-59.920833,,114529,4.6,-0.08,#c7d4ff
198.571667,-78.447222,,114533,5.85,1.07,#ffe2c1
198.20375,-66.226944,,114570,5.9,0.06,#dbe2ff
197.913333,-26.551667,,114576,6.5,0.19,#e8ebff
198.013333,-37.803056,,114613,4.85,0.7,#ffefe0
198.233333,-59.816667,,114630,6.16,0.6,#fff3ea
198.014583,-16.198611,53 Vir,114642,5.04,0.46,#fff8f9
198.212083,-42.699722,,114707,6.22,1.06,#ffe2c2
197.968333,27.878056,43Bet Com,114710,4.26,0.57,#fff4ed
198.035,24.258056,,114724,6.33,0.98,#ffe5c7
198.347917,-50.7,,114772,5.89,-0.02,#ccd8ff
198.137083,11.556111,,114780,5.77,1.51,#ffd4a0
198.149583,18.751667,,114793,6.53,0.88,#ffe8cf
198.550417,-58.683889,,114835,5.89,1.08,#ffe2c0
198.561667,-59.103333,,114837,4.92,0.48,#fff7f7
198.361667,-18.826667,54 Vir,114846,6.28,0.09,#dee4ff
198.489583,-43.138889,,114873,6.16,1.38,#ffd8aa
198.301667,18.726944,,114889,6.11,1.2,#ffdfb8
198.812083,-67.894444,Eta Mus,114911,4.8,-0.08,#c7d4ff
198.857083,-69.679722,,114912,6.37,1.21,#ffdeb7
198.545417,-19.930833,55 Vir,114946,5.33,0.87,#ffe8d0
198.679583,-48.956667,,114971,5.89,1.06,#ffe2c2
198.429167,40.152778,,115004,4.92,1.06,#ffe2c2
198.630417,11.331667,,115046,5.67,1.5,#ffd5a1
198.790417,-36.371111,,115050,6.19,0.97,#ffe5c8
199.186667,-65.138333,,115149,6.07,0.44,#fef9fb
198.995,-19.943056,57 Vir,115202,5.22,1.03,#ffe3c4
199.304167,-66.783611,,115211,4.87,1.5,#ffd5a1
198.383333,72.798889,,115227,6.59,0.08,#dde3ff
198.883333,40.855278,19 CVn,115271,5.79,0.19,#e8ebff
199.10625,-1.390556,,115308,6.68,0.31,#f4f2ff
199.22125,-31.506111,,115310,5.1,0.96,#ffe5c9
199.059583,19.051667,,115319,6.45,0.98,#ffe5c7
199.307917,-43.979444,,115331,5.84,0.2,#e9ecff
198.105833,80.471389,,115337,6.25,0.94,#ffe6ca
199.134583,19.785278,,115365,6.45,0.25,#eeefff
199.19375,9.424167,59 Vir,115383,5.22,0.59,#fff3eb
199.82875,-72.035556,,115439,6.04,1.35,#ffdaad
199.315,13.675556,,115478,5.33,1.31,#ffdaaf
199.374583,-0.676667,,115488,6.37,0.26,#efefff
199.40125,5.469722,60Sig Vir,115521,4.8,1.67,#ffca8b
199.644167,-51.286111,,115529,6.19,0.01,#d9e1ff
199.385417,40.5725,20 CVn,115604,4.73,0.3,#f3f2ff
199.119167,68.408056,,115612,6.2,-0.06,#cad6ff
199.60125,-18.311389,61 Vir,115617,4.74,0.71,#ffeedf
199.730417,-23.171667,46Gam Hya,115659,3,0.92,#ffe7cc
199.712917,3.687778,,115709,6.62,0.06,#dbe2ff
199.615833,34.098056,,115723,5.82,1.35,#ffdaad
199.560417,49.681944,21 CVn,115735,5.15,-0.07,#c8d5ff
200.145417,-59.773333,,115778,6.18,0.43,#fef9fc
199.7675,35.128056,,115810,6.02,0.24,#edeeff
200.1575,-52.748056,,115823,5.48,-0.13,#beceff
